word1,word2,label1,label2,sim_value
dessert,raspberry,n,n,28.0
city,square,n,j,28.0
stand,walk,v,v,28.0
evening,fun,n,n,28.0
happy,sexy,j,j,28.0
burger,mac,n,n,28.0
misty,morning,j,n,28.0
frost,rain,n,n,28.0
color,shade,n,n,28.0
patio,stair,n,n,28.0
button,sticker,n,n,27.0
happy,tear,j,n,27.0
pepper,soup,n,n,27.0
alley,racing,n,n,27.0
smile,tear,n,n,27.0
blonde,curl,j,v,27.0
flamingo,mammal,n,n,27.0
ford,river,n,n,27.0
room,stair,n,n,27.0
nest,reptile,n,n,27.0
sailing,sink,n,v,27.0
pregnant,round,j,n,27.0
brown,feather,j,n,27.0
bike,rally,n,n,27.0
apartment,patio,n,n,27.0
cooking,dessert,n,n,27.0
lily,purple,n,j,27.0
kitchen,patio,n,n,27.0
line,subway,n,n,27.0
breakfast,room,n,n,27.0
gull,reptile,n,n,27.0
cottage,patio,n,n,27.0
band,metal,n,n,27.0
abandon,soldier,v,n,27.0
bath,kitchen,n,n,27.0
sit,stop,v,v,27.0
outdoor,swimming,j,n,27.0
ruin,stone,n,n,27.0
building,sidewalk,n,n,27.0
cliff,scenery,n,n,27.0
graveyard,ruin,n,n,27.0
pepper,tomato,n,n,27.0
line,metro,n,n,27.0
bird,wild,n,j,27.0
hill,road,n,n,27.0
cliff,harbour,n,n,27.0
clothes,sexy,n,j,27.0
baseball,club,n,n,27.0
petal,purple,n,j,27.0
collar,skirt,n,n,27.0
cottage,sleep,n,v,27.0
kitchen,stair,n,n,27.0
church,graveyard,n,n,27.0
lighthouse,wall,n,n,27.0
kitchen,sit,n,v,27.0
dawn,spring,n,n,27.0
hot,spring,j,n,27.0
child,fun,n,n,27.0
evening,walk,n,v,27.0
cliff,sea,n,n,27.0
station,theatre,n,n,27.0
dusk,misty,n,j,27.0
friend,lady,n,n,27.0
mountain,sea,n,n,26.0
escalator,metro,n,n,26.0
live,old,v,j,26.0
friend,guy,n,n,26.0
theatre,tv,n,n,26.0
plane,sailing,n,n,26.0
sea,sink,n,v,26.0
happy,kiss,j,n,26.0
canine,run,j,v,26.0
lunch,sit,n,v,26.0
bus,rail,n,n,26.0
frog,tropical,n,j,26.0
goose,wolf,n,n,26.0
happy,mom,j,n,26.0
construction,downtown,n,j,26.0
park,skate,n,n,26.0
apartment,pool,n,n,26.0
flood,line,n,n,26.0
marble,wall,n,n,26.0
hummingbird,tropical,n,j,26.0
palace,ruin,n,n,26.0
panda,pig,n,n,26.0
frost,shade,n,n,26.0
carrot,fruit,n,n,26.0
brick,skyscraper,n,n,26.0
collage,sculpture,n,n,26.0
fruit,potato,n,n,26.0
patio,room,n,n,26.0
fun,sexy,n,j,26.0
guy,sexy,n,j,26.0
misty,scenery,j,n,26.0
hill,horizon,n,n,26.0
beef,pepper,n,n,26.0
beef,deer,n,n,26.0
frog,whale,n,n,26.0
bright,shade,j,n,26.0
cooking,frozen,n,j,26.0
interior,object,n,n,25.0
bathroom,sit,n,v,25.0
smoke,sun,n,n,25.0
crochet,jewelry,n,n,25.0
cold,puddle,j,n,25.0
blur,eye,v,n,25.0
guy,sleep,n,v,25.0
baseball,shirt,n,n,25.0
amphibian,pelican,n,n,25.0
green,shade,j,n,25.0
patio,staircase,n,n,25.0
puddle,street,n,n,25.0
eye,smile,n,n,25.0
outfit,punk,n,n,25.0
dragonfly,reptile,n,n,25.0
castle,ruin,n,n,25.0
bud,ivy,n,n,25.0
chicken,mammal,n,n,25.0
carrot,sunflower,n,n,25.0
interior,stair,n,n,25.0
craft,game,n,n,25.0
valley,village,n,n,25.0
brown,gull,j,n,25.0
decoration,tulip,n,n,25.0
bud,pink,n,j,25.0
dessert,orange,n,j,25.0
mammal,reptile,n,n,25.0
relax,scenery,v,n,25.0
cold,misty,j,j,25.0
coast,valley,n,n,25.0
couple,live,n,v,25.0
red,stripe,j,n,25.0
sing,write,v,v,25.0
hang,stand,v,v,25.0
meat,pepper,n,n,25.0
show,sketch,n,n,25.0
harbour,sink,n,v,25.0
dude,sexy,n,j,25.0
crane,wild,n,j,25.0
feel,tear,v,n,24.0
bar,relax,n,v,24.0
breakfast,sleep,n,v,24.0
shore,valley,n,n,24.0
amphibian,wild,n,j,24.0
door,kitchen,n,n,24.0
sexy,smile,j,n,24.0
hummingbird,mammal,n,n,24.0
amphibian,dragonfly,n,n,24.0
rice,yellow,n,j,24.0
happy,time,j,n,24.0
line,street,n,n,24.0
black,skirt,j,n,24.0
pepper,strawberry,n,n,24.0
nude,painting,j,n,24.0
diner,patio,n,n,24.0
fungus,rust,n,n,24.0
stripe,yellow,n,j,24.0
feather,wild,n,j,24.0
cake,christmas,n,n,24.0
bright,raspberry,j,n,24.0
harbor,sink,n,v,24.0
barn,owl,n,n,24.0
daisy,purple,n,j,24.0
frost,grass,n,n,24.0
post,view,v,n,24.0
hawk,mammal,n,n,24.0
bright,purple,j,j,24.0
hawk,reptile,n,n,24.0
bloom,purple,n,j,24.0
architecture,shade,n,n,24.0
hill,town,n,n,24.0
bread,dessert,n,n,24.0
cathedral,step,n,n,24.0
shore,town,n,n,24.0
bench,game,n,n,24.0
fountain,marble,n,n,24.0
makeup,reflection,n,n,24.0
cocktail,relax,n,v,24.0
sketch,texture,n,n,24.0
deer,elephant,n,n,24.0
evening,relax,n,v,24.0
berry,ivy,n,n,24.0
ruin,village,n,n,24.0
cafe,street,n,n,24.0
frost,spring,n,n,24.0
daisy,pink,n,j,24.0
arch,wall,n,n,24.0
cottage,scenery,n,n,24.0
fruit,meat,n,n,24.0
old,town,j,n,24.0
fire,sand,n,n,23.0
sit,staircase,v,n,23.0
basket,dinner,n,n,23.0
card,party,n,n,23.0
cold,drip,j,v,23.0
cafe,relax,n,v,23.0
cathedral,ruin,n,n,23.0
hill,river,n,n,23.0
friend,night,n,n,23.0
orange,shade,j,n,23.0
live,male,v,n,23.0
coffee,lunch,n,n,23.0
key,palace,j,n,23.0
shop,show,n,n,23.0
burger,dessert,n,n,23.0
morning,relax,n,v,23.0
craft,note,n,n,23.0
dessert,sandwich,n,n,23.0
dirty,feel,j,v,23.0
beer,patio,n,n,23.0
happy,home,j,n,23.0
footprint,tile,n,n,23.0
exhibition,work,n,n,23.0
city,lamp,n,n,23.0
beauty,orchid,n,n,23.0
hummingbird,rodent,n,n,23.0
haircut,sexy,n,j,23.0
airport,asphalt,n,n,23.0
air,dew,n,n,23.0
pregnancy,sit,n,v,23.0
frost,plant,n,n,23.0
forest,hummingbird,n,n,23.0
kiss,smile,n,n,23.0
guy,kid,n,n,23.0
oak,rose,n,n,23.0
city,firework,n,n,23.0
lamb,mother,n,n,23.0
cone,diamond,n,n,23.0
scenery,sketch,n,n,23.0
face,guy,n,n,23.0
scenery,shore,n,n,23.0
daisy,gravestone,n,n,23.0
field,skyscraper,n,n,23.0
leather,rope,n,n,23.0
sink,sunset,v,n,23.0
amphibian,brown,n,j,23.0
evening,misty,n,j,23.0
dessert,wine,n,n,23.0
evening,lunch,n,n,23.0
dark,orange,j,j,23.0
dessert,lunch,n,n,23.0
misty,mountain,j,n,23.0
dessert,soup,n,n,23.0
dark,pink,j,j,22.0
interior,patio,n,n,22.0
camera,painting,n,n,22.0
automobile,police,n,n,22.0
guy,smile,n,n,22.0
sit,time,v,n,22.0
pink,skirt,j,n,22.0
ivy,wall,n,n,22.0
rock,sing,n,v,22.0
action,truck,n,n,22.0
hill,shore,n,n,22.0
happy,morning,j,n,22.0
demolition,skyscraper,n,n,22.0
happy,idea,j,n,22.0
hummingbird,reptile,n,n,22.0
breakfast,sit,n,v,22.0
light,sleep,n,v,22.0
bead,gold,n,n,22.0
clothes,haircut,n,n,22.0
cathedral,interior,n,n,22.0
post,quote,v,n,22.0
mammal,pelican,n,n,22.0
band,outfit,n,n,22.0
church,interior,n,n,22.0
market,sushi,n,n,22.0
arch,brick,n,n,22.0
feel,sleep,v,v,22.0
cherry,vine,n,n,22.0
dessert,noodle,n,n,22.0
black,pencil,j,n,22.0
happy,sleep,j,v,22.0
skate,vehicle,n,n,22.0
dessert,rice,n,n,22.0
movie,shopping,n,n,22.0
shade,twig,n,n,22.0
misty,sky,j,n,22.0
misty,sunset,j,n,22.0
black,stripe,j,n,22.0
morning,smile,n,n,22.0
bath,patio,n,n,22.0
person,stair,n,n,22.0
dark,pod,j,n,22.0
child,live,n,v,22.0
orchid,patio,n,n,22.0
shade,yellow,n,j,21.0
dirty,drip,j,v,21.0
key,stone,j,n,21.0
people,stair,n,n,21.0
bathroom,staircase,n,n,21.0
dome,interior,n,n,21.0
bike,patio,n,n,21.0
downtown,shore,j,n,21.0
fruit,sunflower,n,n,21.0
feline,reptile,j,n,21.0
run,train,v,n,21.0
shopping,street,n,n,21.0
steel,wing,n,n,21.0
guy,walk,n,v,21.0
horse,work,n,n,21.0
chipmunk,wolf,n,n,21.0
red,shade,j,n,21.0
school,traffic,n,n,21.0
barn,food,n,n,21.0
field,squirrel,n,n,21.0
brown,hawk,j,n,21.0
brick,interior,n,n,21.0
cliff,sand,n,n,21.0
key,motor,j,n,21.0
square,town,j,n,21.0
model,toe,n,n,21.0
crystal,spiral,n,n,21.0
cliff,shore,n,n,21.0
lake,whale,n,n,21.0
shore,waterfall,n,n,21.0
curl,whisker,v,n,21.0
dessert,pepper,n,n,21.0
dinner,room,n,n,21.0
art,drive,n,n,21.0
hang,sit,v,v,21.0
skin,sunglasses,n,n,21.0
lunch,morning,n,n,21.0
drug,musician,n,n,21.0
live,race,v,n,21.0
cliff,fence,n,n,21.0
gasoline,town,n,n,21.0
decoration,twig,n,n,21.0
flower,shade,n,n,21.0
skin,skirt,n,n,21.0
feel,idea,v,n,21.0
ruin,town,n,n,21.0
lunch,relax,n,v,21.0
fountain,hill,n,n,20.0
couple,male,n,n,20.0
bathroom,patio,n,n,20.0
dusk,hummingbird,n,n,20.0
guitar,vinyl,n,n,20.0
bright,fruit,j,n,20.0
heart,wing,n,n,20.0
fun,time,n,n,20.0
dark,red,j,j,20.0
cone,windmill,n,n,20.0
racing,shirt,n,n,20.0
mom,smile,n,n,20.0
object,scooter,n,n,20.0
cone,hill,n,n,20.0
breakfast,relax,n,v,20.0
friend,relax,n,v,20.0
fun,guy,n,n,20.0
black,bright,j,j,20.0
dancer,palace,n,n,20.0
brown,hummingbird,j,n,20.0
camel,outdoor,n,j,20.0
male,old,n,j,20.0
hold,nest,v,n,20.0
baseball,show,n,n,20.0
patio,spring,n,n,20.0
mammal,nest,n,n,20.0
fun,night,n,n,20.0
game,rocket,n,n,20.0
downtown,ruin,j,n,20.0
makeup,people,n,n,20.0
dark,yellow,j,j,20.0
grave,number,n,n,20.0
mill,sunflower,n,n,20.0
farm,wind,n,n,20.0
drip,hot,v,j,20.0
idea,people,n,n,20.0
couple,old,n,j,20.0
food,gull,n,n,20.0
cold,sun,j,n,20.0
chicken,pepper,n,n,20.0
coffee,room,n,n,20.0
berry,bright,n,j,20.0
amphibian,hummingbird,n,n,20.0
club,shirt,n,n,20.0
skateboard,swimsuit,n,n,20.0
desert,road,n,n,20.0
kiss,tear,n,n,20.0
sit,sleep,v,v,19.0
figure,spiral,n,n,19.0
bud,purple,n,j,19.0
bird,shade,n,n,19.0
blonde,dark,j,j,19.0
burger,frozen,n,j,19.0
chain,engine,n,n,19.0
country,work,n,n,19.0
leave,stop,v,v,19.0
object,piano,n,n,19.0
can,mill,n,n,19.0
black,seat,j,n,19.0
lion,pelican,n,n,19.0
apartment,sleep,n,v,19.0
cold,summer,j,n,19.0
market,orange,n,j,19.0
guy,kiss,n,n,19.0
dirty,guy,j,n,19.0
gravestone,pattern,n,n,19.0
shop,summer,n,n,19.0
petal,shade,n,n,19.0
gull,mammal,n,n,19.0
makeup,town,n,n,19.0
dessert,meat,n,n,19.0
morning,sit,n,v,19.0
interior,skyscraper,n,n,19.0
evening,friend,n,n,19.0
city,mill,n,n,19.0
coast,downtown,n,j,18.0
star,storm,n,n,18.0
cold,ear,j,n,18.0
fly,toy,v,n,18.0
breakfast,evening,n,n,18.0
dinner,relax,n,v,18.0
aircraft,door,n,n,18.0
cop,dirty,n,j,18.0
city,old,n,j,18.0
dragon,metal,n,n,18.0
light,shed,n,v,18.0
feel,friend,v,n,18.0
parking,scenery,n,n,18.0
couple,makeup,n,n,18.0
dude,smile,n,n,18.0
dirty,rabbit,j,n,18.0
smile,walk,n,v,18.0
crystal,dirt,n,n,18.0
reptile,stork,n,n,18.0
coast,sink,n,v,18.0
band,vinyl,n,n,18.0
parrot,reptile,n,n,18.0
steel,town,n,n,18.0
architecture,table,n,n,18.0
feel,sit,v,v,18.0
landscape,stadium,n,n,18.0
lunch,walk,n,v,18.0
church,cookie,n,n,18.0
bag,flag,n,n,18.0
escalator,station,n,n,18.0
green,lantern,j,n,18.0
painting,work,n,n,18.0
pigeon,round,n,n,18.0
haircut,smile,n,n,18.0
coast,sketch,n,n,18.0
man,stand,n,v,18.0
demolition,interior,n,n,18.0
pelican,toe,n,n,18.0
brown,pelican,j,n,18.0
fountain,parade,n,n,18.0
frost,hot,n,j,18.0
handle,shop,v,n,17.0
happy,stand,j,v,17.0
collection,work,n,n,17.0
pepper,sunflower,n,n,17.0
graphic,roof,j,n,17.0
ball,square,n,j,17.0
red,tea,j,n,17.0
night,stop,n,v,17.0
guy,sit,n,v,17.0
game,scooter,n,n,17.0
interior,toy,n,n,17.0
glass,road,n,n,17.0
dusk,gull,n,n,17.0
bicycle,green,n,j,17.0
shade,whale,n,n,17.0
lab,spider,n,n,17.0
bar,stair,n,n,17.0
hang,time,v,n,17.0
reptile,swim,n,v,17.0
happy,night,j,n,17.0
dude,fun,n,n,17.0
branch,tea,n,n,17.0
garbage,lunch,n,n,17.0
breakfast,people,n,n,17.0
couple,race,n,n,17.0
country,library,n,n,17.0
black,cigarette,j,n,17.0
handle,tram,v,n,17.0
feel,stair,v,n,17.0
oak,petal,n,n,17.0
lake,town,n,n,17.0
old,race,j,n,17.0
parade,store,n,n,17.0
jellyfish,texture,n,n,17.0
curl,leaf,v,n,17.0
hummingbird,moss,n,n,17.0
book,gold,n,n,17.0
handle,lighting,v,n,17.0
frozen,soup,j,n,17.0
dude,sit,n,v,17.0
amphibian,stork,n,n,16.0
asphalt,crane,n,n,16.0
happy,toe,j,n,16.0
bathroom,stair,n,n,16.0
clown,jellyfish,n,n,16.0
pattern,time,n,n,16.0
cherry,peel,n,n,16.0
bakery,vehicle,n,n,16.0
cross,post,n,v,16.0
bible,leaf,n,n,16.0
fabric,handle,n,v,16.0
feel,fun,v,n,16.0
ruin,valley,n,n,16.0
castle,patio,n,n,16.0
club,sign,n,v,16.0
alley,punk,n,n,16.0
design,muscle,n,n,16.0
circle,snake,n,n,16.0
auto,quote,n,n,16.0
animal,clown,n,n,16.0
dinner,sleep,n,v,16.0
office,woman,n,n,16.0
metro,television,n,n,16.0
waterfall,wood,n,n,16.0
dude,husky,n,n,16.0
paper,tattoo,n,n,16.0
action,subway,n,n,16.0
grave,shore,n,n,16.0
ford,wall,n,n,16.0
band,stocking,n,n,16.0
dirty,tear,j,n,16.0
eye,sky,n,n,16.0
dinner,morning,n,n,16.0
apartment,beach,n,n,16.0
bus,crane,n,n,16.0
path,sunflower,n,n,16.0
red,uniform,j,j,16.0
band,ear,n,n,16.0
kitchen,staircase,n,n,16.0
gold,texture,n,n,16.0
air,carnival,n,n,16.0
guy,stand,n,v,16.0
abstract,feel,j,v,16.0
band,bride,n,n,16.0
mom,sit,n,v,15.0
husky,painting,n,n,15.0
evening,surfer,n,n,15.0
postcard,texture,n,n,15.0
breakfast,night,n,n,15.0
makeup,skull,n,n,15.0
guy,tear,n,n,15.0
hamster,lock,n,v,15.0
fun,haircut,n,n,15.0
bud,shade,n,n,15.0
chipmunk,illustration,n,n,15.0
cold,silver,j,n,15.0
hair,stencil,n,n,15.0
guy,idea,n,n,15.0
gravestone,silhouette,n,n,15.0
arm,bicycle,n,n,15.0
hang,morning,v,n,15.0
demolition,tall,n,j,15.0
candle,line,n,n,15.0
bar,ship,n,n,15.0
club,cone,n,n,15.0
art,christmas,n,n,15.0
travel,wood,n,n,15.0
hang,leave,v,v,15.0
abstract,moon,j,n,15.0
auto,round,n,n,15.0
smile,view,n,n,15.0
ripple,shadow,n,n,15.0
dirty,fun,j,n,15.0
haircut,hang,n,v,15.0
bathroom,sleep,n,v,15.0
school,tear,n,n,15.0
action,dress,n,n,15.0
fungus,pattern,n,n,15.0
button,police,n,n,15.0
home,smoking,n,n,15.0
food,wild,n,j,15.0
smile,time,n,n,15.0
amphibian,flamingo,n,n,15.0
apartment,child,n,n,15.0
graveyard,silver,n,n,15.0
outfit,sign,n,v,15.0
dude,kid,n,n,15.0
city,round,n,n,15.0
nail,wolf,n,n,15.0
bath,sleep,n,v,15.0
hang,stencil,v,n,15.0
cherry,meat,n,n,14.0
fire,movie,n,n,14.0
draw,wing,v,n,14.0
arrow,boxer,n,n,14.0
basket,moss,n,n,14.0
pin,wing,n,n,14.0
apartment,valley,n,n,14.0
guy,poodle,n,n,14.0
dessert,tomato,n,n,14.0
aircraft,guy,n,n,14.0
dark,flamingo,j,n,14.0
cheerleader,scenery,n,n,14.0
pink,shade,j,n,14.0
couple,outdoor,n,j,14.0
glass,mill,n,n,14.0
race,square,n,j,14.0
paper,vine,n,n,14.0
smile,stand,n,v,14.0
frost,summer,n,n,14.0
bay,parking,n,n,14.0
kiss,sit,n,v,14.0
monkey,oak,n,n,14.0
bead,redhead,n,n,14.0
downtown,hockey,j,n,14.0
aircraft,asphalt,n,n,14.0
magazine,run,n,v,14.0
flight,rain,n,n,14.0
door,skyscraper,n,n,14.0
makeup,old,n,j,14.0
game,sign,n,v,14.0
friend,sexy,n,j,14.0
flower,interior,n,n,14.0
bag,wire,n,n,14.0
game,goat,n,n,14.0
note,rally,n,n,14.0
stair,steel,n,n,14.0
diamond,stencil,n,n,14.0
happy,post,j,v,14.0
abstract,rally,j,n,14.0
party,sailing,n,n,14.0
beard,kitty,n,n,14.0
building,sandwich,n,n,14.0
belly,black,n,j,14.0
leave,walk,v,v,14.0
dark,stripe,j,n,14.0
ford,valley,n,n,14.0
animal,mural,n,n,14.0
cop,gravestone,n,n,14.0
book,building,n,n,14.0
happy,walk,j,v,14.0
flag,quote,n,n,14.0
sink,time,v,n,14.0
friend,sit,n,v,14.0
lantern,oak,n,n,14.0
sit,smile,v,n,14.0
cottage,outfit,n,n,14.0
downtown,lock,j,v,14.0
industrial,lake,j,n,14.0
pool,rust,n,n,14.0
stripe,train,n,n,14.0
beef,downtown,n,j,13.0
blonde,eye,j,n,13.0
lady,sunset,n,n,13.0
feel,stop,v,v,13.0
old,seat,j,n,13.0
dirty,happy,j,j,13.0
ruin,shore,n,n,13.0
black,paw,j,n,13.0
black,pigeon,j,n,13.0
feather,reptile,n,n,13.0
mom,snowman,n,n,13.0
dirty,haircut,j,n,13.0
party,seat,n,n,13.0
lily,pig,n,n,13.0
dirty,hang,j,v,13.0
guy,wire,n,n,13.0
orange,shop,j,n,13.0
circle,sport,n,n,13.0
redhead,reflection,n,n,13.0
cafe,reflection,n,n,13.0
belly,dirty,n,j,13.0
rope,train,n,n,13.0
abstract,candle,j,n,13.0
church,soldier,n,n,13.0
boxer,reflection,n,n,13.0
crystal,silhouette,n,n,13.0
feel,guy,v,n,13.0
pattern,pier,n,n,13.0
downtown,field,j,n,13.0
beer,wild,n,j,13.0
hang,happy,v,j,13.0
rope,shore,n,n,13.0
airplane,camera,n,n,13.0
button,flower,n,n,13.0
frozen,shop,j,n,13.0
people,stop,n,v,13.0
fence,friend,n,n,13.0
can,sketch,n,n,13.0
frozen,pebble,j,n,13.0
day,horse,n,n,13.0
bear,boxer,v,n,13.0
iris,necklace,n,n,13.0
lighting,person,n,n,13.0
boot,cliff,n,n,13.0
landscape,umbrella,n,n,13.0
dark,sand,j,n,13.0
ruin,swimsuit,n,n,13.0
abstract,rose,j,n,13.0
guy,gymnastics,n,n,12.0
grass,ruin,n,n,12.0
lighting,stone,n,n,12.0
colour,wild,n,j,12.0
crane,stair,n,n,12.0
shore,tear,n,n,12.0
belly,draw,n,v,12.0
fabric,photo,n,n,12.0
lamb,lantern,n,n,12.0
owl,rocket,n,n,12.0
party,scooter,n,n,12.0
ball,curl,n,v,12.0
cookie,peel,n,n,12.0
couple,post,n,v,12.0
field,red,n,j,12.0
theatre,wolf,n,n,12.0
guy,happy,n,j,12.0
quote,santa,n,n,12.0
dude,feel,n,v,12.0
bath,wine,n,n,12.0
brown,wet,j,j,12.0
kiss,stop,n,v,12.0
cocktail,garage,n,n,12.0
face,stand,n,v,12.0
kid,stop,n,v,12.0
boxer,diner,n,n,12.0
patio,sleep,n,v,12.0
parade,table,n,n,12.0
dawn,drug,n,n,12.0
design,orange,n,j,12.0
dirty,dude,j,n,12.0
fun,tear,n,n,12.0
bikini,ivy,n,n,12.0
step,swimsuit,n,n,12.0
frog,poppy,n,n,12.0
cross,pub,n,n,12.0
frost,lily,n,n,12.0
coffee,sun,n,n,12.0
lighting,sleep,n,v,12.0
mill,wild,n,j,12.0
circle,wig,n,n,12.0
highway,squirrel,n,n,12.0
pin,truck,n,n,12.0
boxer,swimming,n,n,12.0
punk,vinyl,n,n,12.0
number,web,n,n,12.0
brown,demolition,j,n,12.0
aerial,clown,j,n,12.0
hat,peel,n,n,12.0
dude,happy,n,j,12.0
cross,outfit,n,n,12.0
leave,smile,v,n,11.0
bathroom,dude,n,n,11.0
skating,sticker,n,n,11.0
dome,uniform,n,j,11.0
lawn,sleep,n,v,11.0
office,sun,n,n,11.0
military,reflection,j,n,11.0
fashion,handwriting,n,n,11.0
cop,ruin,n,n,11.0
blur,metro,v,n,11.0
smile,stop,n,v,11.0
cross,mug,n,n,11.0
airplane,market,n,n,11.0
architecture,yellow,n,j,11.0
handle,terrier,v,n,11.0
patio,woman,n,n,11.0
green,gull,j,n,11.0
dew,parrot,n,n,11.0
country,hang,n,v,11.0
dude,hang,n,v,11.0
stripe,tank,n,n,11.0
hang,tear,v,n,11.0
machine,sketch,n,n,11.0
feel,haircut,v,n,11.0
art,sailing,n,n,11.0
tea,village,n,n,11.0
branch,feline,n,j,11.0
day,plane,n,n,11.0
gold,idea,n,n,11.0
moon,mushroom,n,n,11.0
interior,tall,n,j,11.0
live,stitch,v,n,11.0
fun,morning,n,n,11.0
drip,rust,v,n,11.0
fun,stop,n,v,11.0
gull,mill,n,n,11.0
dirty,friend,j,n,11.0
patio,swan,n,n,11.0
cafe,child,n,n,11.0
belly,stripe,n,n,11.0
mural,taxi,n,n,11.0
furniture,man,n,n,11.0
bead,library,n,n,11.0
daffodil,wool,n,n,11.0
collection,jellyfish,n,n,11.0
country,elephant,n,n,11.0
line,temple,n,n,11.0
skirt,wig,n,n,11.0
daisy,flood,n,n,11.0
camera,rally,n,n,11.0
happy,sit,j,v,11.0
bottle,construction,n,n,11.0
auto,bright,n,j,11.0
night,sit,n,v,11.0
hair,lizard,n,n,11.0
jump,sunlight,n,n,11.0
desert,smoke,n,n,11.0
hang,stop,v,v,11.0
animal,sandwich,n,n,11.0
cafe,draw,n,v,11.0
boxer,pyramid,n,n,11.0
arm,television,n,n,10.0
feel,hang,v,v,10.0
asphalt,moon,n,n,10.0
dusk,skirt,n,n,10.0
car,skull,n,n,10.0
leave,sit,v,v,10.0
outfit,rock,n,n,10.0
mom,stop,n,v,10.0
drip,round,v,n,10.0
friend,stop,n,v,10.0
asphalt,water,n,n,10.0
sit,tear,v,n,10.0
cafe,spiral,n,n,10.0
green,phone,j,n,10.0
duck,outfit,n,n,10.0
breakfast,makeup,n,n,10.0
purple,stripe,j,n,10.0
step,wind,n,n,10.0
construction,sailing,n,n,10.0
lens,storm,n,n,10.0
orange,school,j,n,10.0
shirt,show,n,n,10.0
gasoline,pepper,n,n,10.0
drug,sing,n,v,10.0
military,wasp,j,n,10.0
morning,tear,n,n,10.0
memorial,rope,n,n,10.0
home,wet,n,j,10.0
feather,sunflower,n,n,10.0
plant,skate,n,n,10.0
cocktail,dandelion,n,n,10.0
alley,bloom,n,n,10.0
escalator,redhead,n,n,10.0
stand,tear,v,n,10.0
collar,tiger,n,n,10.0
car,hawk,n,n,10.0
burn,reading,v,n,10.0
cigarette,live,n,v,10.0
footprint,scooter,n,n,10.0
barn,mug,n,n,10.0
keyboard,soldier,n,n,10.0
bag,dude,n,n,10.0
lady,stop,n,v,10.0
arrow,mural,n,n,10.0
dirty,smile,j,n,10.0
morning,stop,n,v,10.0
cemetery,male,n,n,10.0
jump,stitch,n,n,10.0
friend,leave,n,v,10.0
feel,time,v,n,10.0
face,hang,n,v,10.0
cross,shopping,n,n,10.0
guy,hang,n,v,10.0
craft,van,n,n,10.0
art,beer,n,n,9.0
beard,flamingo,n,n,9.0
bench,mask,n,n,9.0
club,river,n,n,9.0
boxer,child,n,n,9.0
fungus,leather,n,n,9.0
creature,reading,n,n,9.0
feel,spiral,v,n,9.0
hockey,sign,n,v,9.0
daughter,pub,n,n,9.0
lighting,man,n,n,9.0
dude,post,n,v,9.0
mill,puddle,n,n,9.0
santa,table,n,n,9.0
action,whisker,n,n,9.0
hot,winter,j,n,9.0
dog,silver,n,n,9.0
lip,run,n,v,9.0
bird,pregnancy,n,n,9.0
camera,crow,n,n,9.0
rabbit,stop,n,v,9.0
poster,tank,n,n,9.0
hold,theatre,v,n,9.0
arm,outdoor,n,j,9.0
lighting,panda,n,n,9.0
punk,toe,n,n,9.0
branch,protest,n,n,9.0
daughter,graphic,n,j,9.0
air,fruit,n,n,9.0
book,copper,n,n,9.0
night,sticker,n,n,9.0
explosion,table,n,n,9.0
snake,strawberry,n,n,9.0
dog,sailing,n,n,9.0
burn,ripple,v,n,9.0
clock,pink,n,j,9.0
kitten,lingerie,n,n,9.0
abandon,frost,v,n,9.0
chicken,star,n,n,9.0
seed,stair,n,n,9.0
leave,night,v,n,9.0
green,number,j,n,9.0
leave,morning,v,n,9.0
lock,mannequin,v,n,9.0
shade,whisker,n,n,9.0
collar,garbage,n,n,9.0
ink,organ,n,n,9.0
poppy,store,n,n,9.0
smoking,vine,n,n,9.0
daffodil,frost,n,n,9.0
canal,coffee,n,n,9.0
camera,mallard,n,n,9.0
noodle,pigeon,n,n,9.0
couple,square,n,j,9.0
fly,keyboard,v,n,9.0
soup,view,n,n,9.0
goat,pebble,n,n,9.0
abandon,button,v,n,9.0
belly,dark,n,j,9.0
diamond,parade,n,n,9.0
ancient,pod,j,n,9.0
shed,traffic,v,n,9.0
bucket,morning,n,n,9.0
bucket,duck,n,n,8.0
dessert,eye,n,n,8.0
cold,flag,j,n,8.0
skin,television,n,n,8.0
protest,tile,n,n,8.0
cop,music,n,n,8.0
beard,sport,n,n,8.0
gasoline,summer,n,n,8.0
footprint,holiday,n,n,8.0
abandon,crane,v,n,8.0
car,pig,n,n,8.0
grave,santa,n,n,8.0
iron,splash,n,n,8.0
dirt,gymnastics,n,n,8.0
orange,wet,j,j,8.0
hair,shore,n,n,8.0
marble,postcard,n,n,8.0
book,smoking,n,n,8.0
canal,number,n,n,8.0
kitchen,sleep,n,v,8.0
cherry,lamb,n,n,8.0
bag,cop,n,n,8.0
leaf,moon,n,n,8.0
dude,time,n,n,8.0
kitchen,outfit,n,n,8.0
garbage,jean,n,n,8.0
grass,ski,n,n,8.0
day,hold,n,v,8.0
mug,vehicle,n,n,8.0
sea,sing,n,v,8.0
computer,farm,n,n,8.0
jean,map,n,n,8.0
dirty,eagle,j,n,8.0
van,vine,n,n,8.0
desert,roof,n,n,8.0
jewelry,muscle,n,n,8.0
milk,outdoor,n,j,8.0
chocolate,jellyfish,n,n,8.0
boxer,stair,n,n,8.0
nut,waterfall,n,n,7.0
goat,vinyl,n,n,7.0
