word1,word2,label1,label2,sim_value
mallard,stork,n,n,33.0
band,piano,n,n,33.0
glitter,sky,v,n,33.0
orange,pink,j,j,33.0
potato,soup,n,n,33.0
grey,violet,j,n,33.0
construction,demolition,n,n,33.0
scenery,valley,n,n,33.0
morning,sky,n,n,33.0
beach,cliff,n,n,33.0
storm,tropical,n,j,33.0
black,pink,j,j,33.0
hat,jacket,n,n,33.0
dragonfly,hummingbird,n,n,33.0
pink,white,j,j,33.0
blue,yellow,j,j,33.0
cold,hot,j,j,33.0
flower,pink,n,j,33.0
bright,star,j,n,33.0
restaurant,sushi,n,n,33.0
guitar,keyboard,n,n,33.0
diner,sushi,n,n,33.0
furniture,room,n,n,33.0
desert,scenery,n,n,33.0
cafe,dinner,n,n,33.0
bakery,cafe,n,n,33.0
flamingo,pelican,n,n,33.0
salad,sandwich,n,n,33.0
bright,dark,j,j,33.0
building,floor,n,n,33.0
bacon,eat,n,v,33.0
apartment,floor,n,n,33.0
railway,underground,n,j,33.0
lip,smile,n,n,33.0
fungus,plant,n,n,33.0
breakfast,diner,n,n,33.0
feather,pelican,n,n,33.0
bath,hot,n,j,33.0
arch,roof,n,n,33.0
game,match,n,n,33.0
metro,rail,n,n,33.0
decoration,wood,n,n,33.0
building,demolition,n,n,33.0
art,collage,n,n,33.0
ship,sink,n,v,33.0
grey,purple,j,j,33.0
garden,lawn,n,n,33.0
orange,violet,j,n,33.0
ivy,oak,n,n,33.0
dog,lick,n,v,33.0
dawn,sunny,n,j,33.0
fun,kid,n,n,33.0
lunch,restaurant,n,n,33.0
metro,underground,n,j,33.0
eat,strawberry,v,n,33.0
foliage,rose,n,n,33.0
evening,sleep,n,v,33.0
construction,interior,n,n,33.0
weather,wet,n,j,33.0
fruit,nut,n,n,33.0
car,park,n,n,33.0
ink,pencil,n,n,32.0
frost,wet,n,j,32.0
mural,work,n,n,32.0
berry,blossom,n,n,32.0
decoration,lighting,n,n,32.0
man,muscle,n,n,32.0
drip,puddle,v,n,32.0
porch,stair,n,n,32.0
brown,red,j,j,32.0
iron,rusty,n,j,32.0
apartment,bedroom,n,n,32.0
foliage,lily,n,n,32.0
face,happy,n,j,32.0
airport,traffic,n,n,32.0
rain,wind,n,n,32.0
handwriting,sketch,n,n,32.0
city,live,n,v,32.0
rain,sunny,n,j,32.0
blonde,haircut,j,n,32.0
abandon,ruin,v,n,32.0
black,yellow,j,j,32.0
bacon,cooking,n,n,32.0
dragonfly,pond,n,n,32.0
ceiling,staircase,n,n,32.0
morning,time,n,n,32.0
potato,sweet,n,j,32.0
day,sunny,n,j,32.0
hotel,house,n,n,32.0
guy,haircut,n,n,32.0
mud,sand,n,n,32.0
staircase,wall,n,n,32.0
brown,white,j,j,32.0
dinner,sit,n,v,32.0
evening,morning,n,n,32.0
bench,sit,n,v,32.0
hummingbird,pelican,n,n,32.0
bike,chopper,n,n,32.0
foliage,tulip,n,n,32.0
bar,cafe,n,n,32.0
autumn,sunshine,n,n,32.0
potato,tomato,n,n,32.0
scenery,trail,n,n,32.0
jacket,skirt,n,n,32.0
construction,skyscraper,n,n,32.0
chicken,lamb,n,n,32.0
grey,orange,j,j,32.0
bikini,lake,n,n,32.0
carrot,soup,n,n,32.0
bar,diner,n,n,32.0
dessert,frozen,n,j,32.0
cooking,diner,n,n,32.0
violet,white,n,j,32.0
apple,dessert,n,n,32.0
cooking,noodle,n,n,32.0
bear,son,v,n,32.0
insect,lizard,n,n,32.0
foliage,twig,n,n,32.0
outdoor,pool,j,n,32.0
morning,sunset,n,n,32.0
escalator,subway,n,n,32.0
bacon,soup,n,n,32.0
berry,sweet,n,j,32.0
grey,pink,j,j,32.0
rain,sunshine,n,n,32.0
game,play,n,v,32.0
cocktail,dinner,n,n,32.0
building,concrete,n,j,32.0
street,town,n,n,32.0
friend,love,n,n,32.0
festival,musician,n,n,32.0
berry,twig,n,n,32.0
ball,drop,n,v,31.0
black,violet,j,n,31.0
hawk,wild,n,j,31.0
cooking,salad,n,n,31.0
floor,staircase,n,n,31.0
lawn,patio,n,n,31.0
guy,sport,n,n,31.0
blossom,purple,n,j,31.0
cold,rain,j,n,31.0
reptile,wild,n,j,31.0
glitter,sunshine,v,n,31.0
room,staircase,n,n,31.0
mammal,wild,n,j,31.0
interior,paint,n,v,31.0
forest,frog,n,n,31.0
ceiling,window,n,n,31.0
coast,sailing,n,n,31.0
relax,sit,v,v,31.0
fungus,moss,n,n,31.0
interior,staircase,n,n,31.0
bride,photographer,n,n,31.0
dirt,racing,n,n,31.0
frozen,raspberry,j,n,31.0
boy,school,n,n,31.0
brown,violet,j,n,31.0
play,stadium,v,n,31.0
chapel,graveyard,n,n,31.0
dew,frost,n,n,31.0
dark,grey,j,j,31.0
desert,mountain,n,n,31.0
berry,purple,n,j,31.0
collage,illustration,n,n,31.0
cold,wet,j,j,31.0
burger,cooking,n,n,31.0
day,evening,n,n,31.0
jean,shirt,n,n,31.0
blue,white,j,j,31.0
giraffe,lion,n,n,31.0
dandelion,foliage,n,n,31.0
bird,reptile,n,n,31.0
bathroom,floor,n,n,31.0
love,smile,n,n,31.0
small,village,j,n,31.0
hat,jean,n,n,31.0
bright,orange,j,j,31.0
bud,fruit,n,n,31.0
fall,tear,v,n,31.0
food,fruit,n,n,31.0
red,white,j,j,31.0
collage,exhibition,n,n,31.0
orange,raspberry,j,n,31.0
hat,outfit,n,n,31.0
hockey,play,n,v,31.0
berry,eat,n,v,31.0
bag,pillow,n,n,31.0
bread,salad,n,n,31.0
bathroom,ceiling,n,n,31.0
bacon,burger,n,n,31.0
ceramic,floor,j,n,31.0
fun,relax,n,v,31.0
dawn,misty,n,j,31.0
hot,weather,j,n,31.0
pepper,potato,n,n,31.0
pink,red,j,j,31.0
interior,roof,n,n,31.0
cute,kid,j,n,31.0
vine,wine,n,n,31.0
skyline,tower,n,n,31.0
pet,terrier,n,n,31.0
girl,sexy,n,j,31.0
downtown,subway,j,n,31.0
jump,leg,n,n,31.0
dessert,salad,n,n,31.0
shirt,sock,n,n,31.0
exhibition,painting,n,n,31.0
boardwalk,trail,n,n,31.0
apple,blossom,n,n,31.0
hawk,mallard,n,n,31.0
hand,stand,n,v,31.0
flower,yellow,n,j,31.0
floor,porch,n,n,31.0
drip,wash,v,v,31.0
foliage,ivy,n,n,31.0
cliff,waterfall,n,n,30.0
foliage,fruit,n,n,30.0
orange,white,j,j,30.0
station,underground,n,j,30.0
foliage,yellow,n,j,30.0
dude,friend,n,n,30.0
forest,tropical,n,j,30.0
rain,sun,n,n,30.0
belly,dance,n,n,30.0
man,sexy,n,j,30.0
colorful,outfit,j,n,30.0
reptile,rodent,n,n,30.0
burger,salad,n,n,30.0
fruit,sweet,n,j,30.0
flamingo,mallard,n,n,30.0
garage,kitchen,n,n,30.0
roof,stair,n,n,30.0
club,hockey,n,n,30.0
house,staircase,n,n,30.0
feel,kiss,v,n,30.0
bright,red,j,j,30.0
lake,valley,n,n,30.0
door,patio,n,n,30.0
apartment,kitchen,n,n,30.0
grey,yellow,j,j,30.0
chicken,salad,n,n,30.0
punk,rock,n,n,30.0
bloom,twig,n,n,30.0
blonde,wig,j,n,30.0
cold,water,j,n,30.0
blur,lens,v,n,30.0
door,porch,n,n,30.0
foliage,orchid,n,n,30.0
door,interior,n,n,30.0
female,makeup,j,n,30.0
cloud,sunlight,n,n,30.0
beach,pebble,n,n,30.0
bright,yellow,j,j,30.0
bed,floor,n,n,30.0
cherry,dessert,n,n,30.0
misty,sunrise,j,n,30.0
dark,shade,j,n,30.0
railroad,underground,n,j,30.0
cafe,donut,n,n,30.0
musician,punk,n,n,30.0
memorial,people,n,n,30.0
stop,time,v,n,30.0
glitter,star,v,n,30.0
fun,idea,n,n,30.0
band,uniform,n,j,30.0
insect,plant,n,n,30.0
bedroom,kitchen,n,n,30.0
harbour,scenery,n,n,30.0
collage,painting,n,n,30.0
mist,sky,n,n,30.0
dawn,sunshine,n,n,30.0
costume,shirt,n,n,30.0
mud,water,n,n,30.0
blossom,violet,n,n,30.0
fishing,shore,n,n,30.0
cloud,sunny,n,j,30.0
shade,sunlight,n,n,30.0
friend,smile,n,n,30.0
bacon,salad,n,n,30.0
pod,round,n,n,30.0
flower,fruit,n,n,30.0
abstract,museum,j,n,30.0
door,stair,n,n,30.0
foot,tall,n,j,30.0
cooking,fruit,n,n,30.0
burger,soup,n,n,30.0
match,play,n,v,30.0
cattle,goat,n,n,29.0
camera,theatre,n,n,29.0
flower,wild,n,j,29.0
lick,lip,v,n,29.0
lunch,tea,n,n,29.0
berry,dessert,n,n,29.0
downtown,shopping,j,n,29.0
kitchen,wash,n,v,29.0
petal,twig,n,n,29.0
happy,kid,j,n,29.0
amphibian,bird,n,n,29.0
cold,sunny,j,j,29.0
meat,soup,n,n,29.0
camel,desert,n,n,29.0
foliage,shade,n,n,29.0
restaurant,room,n,n,29.0
couple,family,n,n,29.0
bird,mammal,n,n,29.0
arch,porch,n,n,29.0
kitty,lick,n,v,29.0
blossom,ivy,n,n,29.0
grey,red,j,j,29.0
bright,pink,j,j,29.0
bay,cliff,n,n,29.0
door,staircase,n,n,29.0
chess,toy,n,n,29.0
gull,hummingbird,n,n,29.0
beauty,peacock,n,n,29.0
boardwalk,park,n,n,29.0
city,ruin,n,n,29.0
bay,swim,n,v,29.0
daisy,foliage,n,n,29.0
apartment,bathroom,n,n,29.0
flower,purple,n,j,29.0
hill,path,n,n,29.0
match,stadium,n,n,29.0
monument,ruin,n,n,29.0
dark,white,j,j,29.0
ancient,city,j,n,29.0
lick,puppy,v,n,29.0
metal,punk,n,n,29.0
hotel,relax,n,v,29.0
nut,sunflower,n,n,29.0
hot,wet,j,j,29.0
glass,vinyl,n,n,29.0
foliage,moss,n,n,29.0
coast,scenery,n,n,29.0
bacon,bread,n,n,29.0
brick,roof,n,n,29.0
wet,winter,j,n,29.0
dark,silhouette,j,n,29.0
bacon,dessert,n,n,29.0
floor,stair,n,n,29.0
day,lunch,n,n,29.0
line,lunch,n,n,29.0
room,sit,n,v,29.0
interior,outdoor,n,j,29.0
shirt,white,n,j,29.0
lick,paw,v,n,29.0
brown,pink,j,j,29.0
friend,fun,n,n,29.0
city,downtown,n,j,29.0
pool,relax,n,v,28.0
bird,dragonfly,n,n,28.0
bacon,tomato,n,n,28.0
dandelion,seed,n,n,28.0
purple,shade,j,n,28.0
bacon,pepper,n,n,28.0
dark,purple,j,j,28.0
door,floor,n,n,28.0
sidewalk,street,n,n,28.0
bacon,sandwich,n,n,28.0
petal,pink,n,j,28.0
colour,dark,n,j,28.0
brick,staircase,n,n,28.0
fog,sunny,n,j,28.0
valley,waterfall,n,n,28.0
rice,soup,n,n,28.0
patio,pool,n,n,28.0
patio,sit,n,v,28.0
river,scenery,n,n,28.0
beard,blonde,n,j,28.0
nest,stork,n,n,28.0
carrot,pepper,n,n,28.0
collage,paint,n,v,28.0
jump,swimming,n,n,28.0
chapel,gravestone,n,n,28.0
feel,smile,v,n,28.0
flag,stripe,n,n,28.0
harbour,town,n,n,28.0
guitar,punk,n,n,28.0
scenery,sunny,n,j,28.0
christmas,valentine,n,n,28.0
bloom,pink,n,j,28.0
bear,daughter,v,n,28.0
insect,rodent,n,n,28.0
bedroom,floor,n,n,28.0
stair,wall,n,n,28.0
chapel,ruin,n,n,28.0
beef,tomato,n,n,28.0
doodle,scratch,n,n,28.0
daffodil,purple,n,j,28.0
lake,scenery,n,n,28.0
roof,staircase,n,n,28.0
boy,live,n,v,28.0
chain,store,n,n,28.0
coast,hill,n,n,28.0
mushroom,pepper,n,n,28.0
porch,window,n,n,28.0
hot,water,j,n,28.0
sock,white,n,j,28.0
arch,bridge,n,n,28.0
dessert,raspberry,n,n,28.0
brick,ceiling,n,n,28.0
scenery,sunshine,n,n,28.0
city,square,n,j,28.0
stand,walk,v,v,28.0
evening,fun,n,n,28.0
happy,sexy,j,j,28.0
burger,mac,n,n,28.0
paint,sculpture,v,n,28.0
misty,morning,j,n,28.0
frost,rain,n,n,28.0
color,shade,n,n,28.0
bacon,potato,n,n,28.0
patio,stair,n,n,28.0
hot,wash,j,v,27.0
button,sticker,n,n,27.0
cute,happy,j,j,27.0
happy,tear,j,n,27.0
pepper,soup,n,n,27.0
alley,racing,n,n,27.0
smile,tear,n,n,27.0
train,underground,n,j,27.0
blonde,curl,j,v,27.0
flamingo,mammal,n,n,27.0
porch,staircase,n,n,27.0
ford,river,n,n,27.0
room,stair,n,n,27.0
face,glitter,n,v,27.0
nest,reptile,n,n,27.0
sailing,sink,n,v,27.0
floor,kitchen,n,n,27.0
cottage,garden,n,n,27.0
day,weather,n,n,27.0
amphibian,insect,n,n,27.0
eat,sweet,v,j,27.0
pregnant,round,j,n,27.0
brown,feather,j,n,27.0
bed,sit,n,v,27.0
bike,rally,n,n,27.0
apartment,patio,n,n,27.0
cooking,dessert,n,n,27.0
lily,purple,n,j,27.0
kitchen,patio,n,n,27.0
line,subway,n,n,27.0
breakfast,room,n,n,27.0
gull,reptile,n,n,27.0
dirty,rusty,j,j,27.0
bath,bedroom,n,n,27.0
cottage,patio,n,n,27.0
misty,sunshine,j,n,27.0
band,metal,n,n,27.0
skyline,tall,n,j,27.0
berry,foliage,n,n,27.0
mushroom,salad,n,n,27.0
abandon,soldier,v,n,27.0
bath,kitchen,n,n,27.0
sit,stop,v,v,27.0
outdoor,swimming,j,n,27.0
ruin,stone,n,n,27.0
building,sidewalk,n,n,27.0
fall,stop,v,v,27.0
cloud,ripple,n,n,27.0
cliff,scenery,n,n,27.0
salad,strawberry,n,n,27.0
graveyard,ruin,n,n,27.0
pepper,tomato,n,n,27.0
line,metro,n,n,27.0
bird,wild,n,j,27.0
hill,road,n,n,27.0
cliff,harbour,n,n,27.0
clothes,sexy,n,j,27.0
baseball,club,n,n,27.0
petal,purple,n,j,27.0
collar,skirt,n,n,27.0
cottage,sleep,n,v,27.0
match,round,n,n,27.0
kitchen,stair,n,n,27.0
church,graveyard,n,n,27.0
lighthouse,wall,n,n,27.0
kitchen,sit,n,v,27.0
dawn,spring,n,n,27.0
hot,spring,j,n,27.0
flower,weather,n,n,27.0
child,fun,n,n,27.0
evening,walk,n,v,27.0
cliff,sea,n,n,27.0
cold,mist,j,n,27.0
station,theatre,n,n,27.0
dusk,misty,n,j,27.0
friend,lady,n,n,27.0
mountain,sea,n,n,26.0
escalator,metro,n,n,26.0
live,old,v,j,26.0
friend,guy,n,n,26.0
theatre,tv,n,n,26.0
ceiling,kitchen,n,n,26.0
nature,snowman,n,n,26.0
coin,ticket,n,n,26.0
plane,sailing,n,n,26.0
sea,sink,n,v,26.0
bench,boardwalk,n,n,26.0
happy,kiss,j,n,26.0
bath,bed,n,n,26.0
restaurant,shopping,n,n,26.0
canine,run,j,v,26.0
lunch,sit,n,v,26.0
bus,rail,n,n,26.0
frog,tropical,n,j,26.0
bathroom,bed,n,n,26.0
goose,wolf,n,n,26.0
happy,mom,j,n,26.0
black,paint,j,v,26.0
glitter,scenery,v,n,26.0
beef,salad,n,n,26.0
construction,downtown,n,j,26.0
parking,underground,n,j,26.0
park,skate,n,n,26.0
apartment,pool,n,n,26.0
flood,line,n,n,26.0
marble,wall,n,n,26.0
hummingbird,tropical,n,j,26.0
palace,ruin,n,n,26.0
panda,pig,n,n,26.0
frost,shade,n,n,26.0
cherry,sweet,n,j,26.0
carrot,fruit,n,n,26.0
brick,skyscraper,n,n,26.0
collage,sculpture,n,n,26.0
fruit,potato,n,n,26.0
grey,stripe,j,n,26.0
patio,room,n,n,26.0
fun,sexy,n,j,26.0
blue,fabric,j,n,26.0
guy,sexy,n,j,26.0
guitar,track,n,n,26.0
misty,scenery,j,n,26.0
kitchen,porch,n,n,26.0
sweet,wine,j,n,26.0
cute,guy,j,n,26.0
bedroom,relax,n,v,26.0
hummingbird,insect,n,n,26.0
hill,horizon,n,n,26.0
beef,pepper,n,n,26.0
hand,leave,n,v,26.0
beef,deer,n,n,26.0
frog,whale,n,n,26.0
bright,shade,j,n,26.0
cooking,frozen,n,j,26.0
festival,gate,n,n,26.0
interior,object,n,n,25.0
bathroom,sit,n,v,25.0
smoke,sun,n,n,25.0
crochet,jewelry,n,n,25.0
architecture,skyline,n,n,25.0
cold,puddle,j,n,25.0
blur,eye,v,n,25.0
guy,sleep,n,v,25.0
baseball,shirt,n,n,25.0
amphibian,pelican,n,n,25.0
shade,violet,n,n,25.0
green,shade,j,n,25.0
evening,sunny,n,j,25.0
blue,stripe,j,n,25.0
patio,staircase,n,n,25.0
puddle,street,n,n,25.0
eye,smile,n,n,25.0
canine,lick,j,v,25.0
outfit,punk,n,n,25.0
dragonfly,reptile,n,n,25.0
mist,sunshine,n,n,25.0
castle,ruin,n,n,25.0
angel,sculpture,n,n,25.0
bud,ivy,n,n,25.0
chicken,mammal,n,n,25.0
family,live,n,v,25.0
carrot,sunflower,n,n,25.0
interior,stair,n,n,25.0
craft,game,n,n,25.0
valley,village,n,n,25.0
brown,gull,j,n,25.0
decoration,tulip,n,n,25.0
bud,pink,n,j,25.0
dessert,orange,n,j,25.0
mammal,reptile,n,n,25.0
cute,sexy,j,j,25.0
relax,scenery,v,n,25.0
blue,bright,j,j,25.0
cold,misty,j,j,25.0
floor,skyscraper,n,n,25.0
coast,valley,n,n,25.0
ceiling,stair,n,n,25.0
couple,live,n,v,25.0
red,stripe,j,n,25.0
sing,write,v,v,25.0
hang,stand,v,v,25.0
meat,pepper,n,n,25.0
insect,mammal,n,n,25.0
track,vinyl,n,n,25.0
show,sketch,n,n,25.0
clothes,cute,n,j,25.0
harbour,sink,n,v,25.0
dude,sexy,n,j,25.0
blue,shade,j,n,25.0
garden,house,n,n,25.0
crane,wild,n,j,25.0
feel,tear,v,n,24.0
bar,relax,n,v,24.0
breakfast,sleep,n,v,24.0
shore,valley,n,n,24.0
amphibian,wild,n,j,24.0
door,kitchen,n,n,24.0
sexy,smile,j,n,24.0
stripe,white,n,j,24.0
family,male,n,n,24.0
hummingbird,mammal,n,n,24.0
amphibian,dragonfly,n,n,24.0
rice,yellow,n,j,24.0
happy,time,j,n,24.0
line,street,n,n,24.0
black,skirt,j,n,24.0
porch,wall,n,n,24.0
drop,hang,v,v,24.0
mist,sunny,n,j,24.0
pepper,strawberry,n,n,24.0
ruin,skyline,n,n,24.0
nude,painting,j,n,24.0
diner,patio,n,n,24.0
bridge,ford,n,n,24.0
blonde,cute,j,j,24.0
morning,weather,n,n,24.0
dress,match,n,n,24.0
fungus,rust,n,n,24.0
stripe,yellow,n,j,24.0
chapel,tower,n,n,24.0
feather,wild,n,j,24.0
cake,christmas,n,n,24.0
bright,raspberry,j,n,24.0
harbor,sink,n,v,24.0
barn,owl,n,n,24.0
daisy,purple,n,j,24.0
frost,grass,n,n,24.0
blue,shirt,j,n,24.0
post,view,v,n,24.0
hawk,mammal,n,n,24.0
garden,kitchen,n,n,24.0
bright,purple,j,j,24.0
cute,haircut,j,n,24.0
hawk,reptile,n,n,24.0
fun,lego,n,n,24.0
snow,sunshine,n,n,24.0
bloom,purple,n,j,24.0
family,female,n,j,24.0
orange,salad,j,n,24.0
architecture,shade,n,n,24.0
bedroom,stair,n,n,24.0
hill,town,n,n,24.0
bread,dessert,n,n,24.0
cathedral,step,n,n,24.0
bedroom,staircase,n,n,24.0
shore,town,n,n,24.0
bench,game,n,n,24.0
mist,sunlight,n,n,24.0
fountain,marble,n,n,24.0
makeup,reflection,n,n,24.0
cocktail,relax,n,v,24.0
sketch,texture,n,n,24.0
deer,elephant,n,n,24.0
bed,ceiling,n,n,24.0
evening,relax,n,v,24.0
berry,ivy,n,n,24.0
ruin,village,n,n,24.0
cafe,street,n,n,24.0
palm,twig,n,n,24.0
frost,spring,n,n,24.0
daisy,pink,n,j,24.0
dirty,hand,j,n,24.0
arch,wall,n,n,24.0
porch,room,n,n,24.0
cottage,scenery,n,n,24.0
fruit,meat,n,n,24.0
cute,smile,j,n,24.0
bath,floor,n,n,24.0
old,town,j,n,24.0
skirt,white,n,j,24.0
glitter,misty,v,j,23.0
fire,sand,n,n,23.0
sit,staircase,v,n,23.0
blue,dark,j,j,23.0
nail,rusty,n,j,23.0
ceiling,marble,n,n,23.0
basket,dinner,n,n,23.0
card,party,n,n,23.0
bright,foliage,j,n,23.0
cold,drip,j,v,23.0
lamb,snow,n,n,23.0
cafe,relax,n,v,23.0
cathedral,ruin,n,n,23.0
hill,river,n,n,23.0
friend,night,n,n,23.0
orange,shade,j,n,23.0
live,male,v,n,23.0
coffee,lunch,n,n,23.0
key,palace,j,n,23.0
shop,show,n,n,23.0
burger,dessert,n,n,23.0
morning,relax,n,v,23.0
craft,note,n,n,23.0
dessert,sandwich,n,n,23.0
dirty,feel,j,v,23.0
beer,patio,n,n,23.0
eat,frozen,v,j,23.0
brick,porch,n,n,23.0
ceiling,door,n,n,23.0
deer,insect,n,n,23.0
happy,home,j,n,23.0
rock,track,n,n,23.0
footprint,tile,n,n,23.0
exhibition,work,n,n,23.0
city,lamp,n,n,23.0
cute,lady,j,n,23.0
shade,white,n,j,23.0
beauty,orchid,n,n,23.0
hummingbird,rodent,n,n,23.0
haircut,sexy,n,j,23.0
arch,concrete,n,j,23.0
airport,asphalt,n,n,23.0
air,dew,n,n,23.0
pregnancy,sit,n,v,23.0
frost,plant,n,n,23.0
forest,hummingbird,n,n,23.0
kiss,smile,n,n,23.0
eat,rabbit,v,n,23.0
autumn,shade,n,n,23.0
guy,kid,n,n,23.0
fall,love,v,n,23.0
oak,rose,n,n,23.0
city,firework,n,n,23.0
lamb,mother,n,n,23.0
cone,diamond,n,n,23.0
concrete,school,j,n,23.0
scenery,sketch,n,n,23.0
face,guy,n,n,23.0
scenery,shore,n,n,23.0
daisy,gravestone,n,n,23.0
field,skyscraper,n,n,23.0
leather,rope,n,n,23.0
sink,sunset,v,n,23.0
amphibian,brown,n,j,23.0
evening,misty,n,j,23.0
miniature,painting,j,n,23.0
dessert,wine,n,n,23.0
foliage,tall,n,j,23.0
evening,lunch,n,n,23.0
dark,orange,j,j,23.0
dessert,lunch,n,n,23.0
misty,mountain,j,n,23.0
boy,hand,n,n,23.0
dessert,soup,n,n,23.0
blue,skirt,j,n,22.0
dark,pink,j,j,22.0
interior,patio,n,n,22.0
sunny,wet,j,j,22.0
camera,painting,n,n,22.0
automobile,police,n,n,22.0
boardwalk,evening,n,n,22.0
guy,smile,n,n,22.0
sit,time,v,n,22.0
pink,skirt,j,n,22.0
ivy,wall,n,n,22.0
rock,sing,n,v,22.0
action,truck,n,n,22.0
hill,shore,n,n,22.0
happy,morning,j,n,22.0
demolition,skyscraper,n,n,22.0
happy,idea,j,n,22.0
hummingbird,reptile,n,n,22.0
breakfast,sit,n,v,22.0
light,sleep,n,v,22.0
cute,feel,j,v,22.0
bead,gold,n,n,22.0
clothes,haircut,n,n,22.0
evening,sunshine,n,n,22.0
foliage,violet,n,n,22.0
cathedral,interior,n,n,22.0
post,quote,v,n,22.0
mammal,pelican,n,n,22.0
escalator,underground,n,j,22.0
band,outfit,n,n,22.0
church,interior,n,n,22.0
market,sushi,n,n,22.0
grey,rusty,j,j,22.0
arch,brick,n,n,22.0
feel,sleep,v,v,22.0
insect,twig,n,n,22.0
colorful,toy,j,n,22.0
cherry,vine,n,n,22.0
dessert,noodle,n,n,22.0
black,pencil,j,n,22.0
band,track,n,n,22.0
happy,sleep,j,v,22.0
skate,vehicle,n,n,22.0
dessert,rice,n,n,22.0
movie,shopping,n,n,22.0
shade,twig,n,n,22.0
frost,sunny,n,j,22.0
misty,sky,j,n,22.0
misty,sunset,j,n,22.0
black,stripe,j,n,22.0
church,porch,n,n,22.0
morning,smile,n,n,22.0
autumn,frost,n,n,22.0
bath,patio,n,n,22.0
person,stair,n,n,22.0
pumpkin,valley,n,n,22.0
dark,pod,j,n,22.0
child,live,n,v,22.0
orchid,patio,n,n,22.0
shade,yellow,n,j,21.0
dirty,drip,j,v,21.0
key,stone,j,n,21.0
people,stair,n,n,21.0
bathroom,staircase,n,n,21.0
dome,interior,n,n,21.0
breakfast,hotel,n,n,21.0
bike,patio,n,n,21.0
female,old,j,j,21.0
glitter,smile,v,n,21.0
downtown,shore,j,n,21.0
fruit,sunflower,n,n,21.0
feline,reptile,j,n,21.0
run,train,v,n,21.0
shopping,street,n,n,21.0
cat,garden,n,n,21.0
cute,mom,j,n,21.0
steel,wing,n,n,21.0
guy,walk,n,v,21.0
horse,work,n,n,21.0
chipmunk,wolf,n,n,21.0
red,shade,j,n,21.0
school,traffic,n,n,21.0
dance,hotel,n,n,21.0
sunny,winter,j,n,21.0
ceramic,colour,j,n,21.0
house,poster,n,n,21.0
colorful,frame,j,n,21.0
sweet,vine,j,n,21.0
barn,food,n,n,21.0
field,squirrel,n,n,21.0
brown,hawk,j,n,21.0
city,small,n,j,21.0
dark,violet,j,n,21.0
brick,interior,n,n,21.0
couple,female,n,j,21.0
cliff,sand,n,n,21.0
key,motor,j,n,21.0
square,town,j,n,21.0
misty,sunny,j,j,21.0
jean,wash,n,v,21.0
foot,piano,n,n,21.0
model,toe,n,n,21.0
crystal,spiral,n,n,21.0
cliff,shore,n,n,21.0
lake,whale,n,n,21.0
shore,waterfall,n,n,21.0
foliage,pink,n,j,21.0
hawk,insect,n,n,21.0
curl,whisker,v,n,21.0
dessert,pepper,n,n,21.0
dinner,room,n,n,21.0
art,drive,n,n,21.0
drop,time,v,n,21.0
hang,sit,v,v,21.0
skin,sunglasses,n,n,21.0
lunch,morning,n,n,21.0
drug,musician,n,n,21.0
redhead,rusty,n,j,21.0
live,race,v,n,21.0
fall,stand,v,v,21.0
cliff,fence,n,n,21.0
misty,snow,j,n,21.0
gasoline,town,n,n,21.0
decoration,twig,n,n,21.0
flower,shade,n,n,21.0
skin,skirt,n,n,21.0
feel,idea,v,n,21.0
ruin,town,n,n,21.0
bedroom,breakfast,n,n,21.0
lunch,relax,n,v,21.0
fountain,hill,n,n,20.0
couple,male,n,n,20.0
bathroom,patio,n,n,20.0
dusk,hummingbird,n,n,20.0
guitar,vinyl,n,n,20.0
bright,fruit,j,n,20.0
dead,hang,j,v,20.0
heart,wing,n,n,20.0
salad,sunflower,n,n,20.0
bedroom,patio,n,n,20.0
badge,metro,n,n,20.0
fun,time,n,n,20.0
dark,red,j,j,20.0
concrete,interior,j,n,20.0
cone,windmill,n,n,20.0
racing,shirt,n,n,20.0
mom,smile,n,n,20.0
object,scooter,n,n,20.0
cone,hill,n,n,20.0
breakfast,relax,n,v,20.0
friend,relax,n,v,20.0
fun,guy,n,n,20.0
black,bright,j,j,20.0
dancer,palace,n,n,20.0
frozen,salad,j,n,20.0
brown,hummingbird,j,n,20.0
escalator,railway,n,n,20.0
camel,outdoor,n,j,20.0
autumn,bud,n,n,20.0
male,old,n,j,20.0
hold,nest,v,n,20.0
cute,mammal,j,n,20.0
baseball,show,n,n,20.0
patio,spring,n,n,20.0
mammal,nest,n,n,20.0
cow,pregnancy,n,n,20.0
fun,night,n,n,20.0
game,rocket,n,n,20.0
downtown,ruin,j,n,20.0
makeup,people,n,n,20.0
interior,porch,n,n,20.0
bed,patio,n,n,20.0
relax,sunshine,v,n,20.0
dark,yellow,j,j,20.0
floor,sit,n,v,20.0
grave,number,n,n,20.0
mill,sunflower,n,n,20.0
farm,wind,n,n,20.0
cold,wash,j,v,20.0
drip,hot,v,j,20.0
idea,people,n,n,20.0
couple,old,n,j,20.0
food,gull,n,n,20.0
gate,hotel,n,n,20.0
glitter,night,v,n,20.0
cold,sun,j,n,20.0
chicken,pepper,n,n,20.0
salad,sweet,n,j,20.0
porch,stone,n,n,20.0
coffee,room,n,n,20.0
berry,bright,n,j,20.0
amphibian,hummingbird,n,n,20.0
flamingo,insect,n,n,20.0
club,shirt,n,n,20.0
